time_forced;time_non_forced
5.39876127243042;3.793452739715576
4.460123300552368;3.7030560970306396
4.6603875160217285;3.74994158744812
4.3809123039245605;3.7189083099365234
4.33805251121521;3.749948501586914
4.342676162719727;3.7340614795684814
4.321670055389404;3.722242593765259
4.3464515209198;3.719184160232544
4.350306749343872;3.7032840251922607
4.334981679916382;3.7186553478240967
4.347773551940918;3.703331708908081
4.336048126220703;3.671694755554199
4.291260004043579;3.7812318801879883
4.335399866104126;3.7031772136688232
4.317757606506348;3.692734479904175
4.366755485534668;3.702941417694092
4.349319934844971;3.703298330307007
4.303164005279541;3.7034964561462402
4.334601879119873;3.718890905380249
4.349423170089722;3.734105110168457
4.3196961879730225;3.703465223312378
4.334207773208618;3.7029824256896973
4.271977186203003;3.7339961528778076
4.321041584014893;3.687483549118042
4.349449396133423;3.703331232070923
4.346023321151733;3.6873459815979004
4.322170257568359;3.703481674194336
4.317410230636597;3.703261375427246
4.321827411651611;3.6874539852142334
4.3038694858551025;3.7184414863586426
4.321334600448608;3.68746018409729
4.364753246307373;3.734435796737671
4.288811445236206;3.750243663787842
4.336223602294922;3.702968120574951
4.351914405822754;3.7190325260162354
4.302996635437012;3.702960729598999
4.374271392822266;3.743521213531494
4.259167909622192;3.703582525253296
4.352132320404053;3.702862024307251
4.383759260177612;3.734510898590088
4.336308002471924;3.7342782020568848
4.363824367523193;3.7241299152374268
4.317278146743774;3.7343063354492188
4.380948305130005;3.6876890659332275
4.365278959274292;3.734377145767212
4.352541923522949;3.7189366817474365
4.352957248687744;3.7183918952941895
4.332852840423584;3.703181266784668
4.316435813903809;3.734653949737549
4.334392786026001;3.738678455352783
4.316570520401001;3.7190027236938477
4.365673780441284;3.734555244445801
4.3621985912323;3.7628798484802246
4.334319353103638;3.6879119873046875
4.323781251907349;3.734426259994507
4.331151485443115;3.703165292739868
4.304200649261475;3.7036147117614746
4.319920301437378;3.703386068344116
4.333944797515869;3.718890428543091
4.36445689201355;3.7029449939727783
4.287079811096191;3.670893907546997
4.3683671951293945;3.703108310699463
4.332920789718628;3.7186620235443115
4.33718204498291;3.719017505645752
4.364076852798462;3.723679542541504
4.335705280303955;3.687626838684082
4.304867506027222;3.687746286392212
4.333684921264648;3.6632909774780273
4.335931777954102;3.703150987625122
4.304249286651611;3.687232732772827
4.3327741622924805;3.671969175338745
4.333052396774292;3.7029359340667725
4.395914793014526;3.781611680984497
4.351877689361572;3.7031073570251465
4.334874868392944;3.6717469692230225
4.285398721694946;3.687546730041504
4.349208116531372;3.6721737384796143
4.287330865859985;3.7188310623168945
4.318901777267456;3.718299150466919
4.303177118301392;3.7344820499420166
4.364431381225586;3.7185938358306885
4.350478887557983;3.8004934787750244
4.336266279220581;3.796922206878662
4.320365905761719;3.7032082080841064
4.364438533782959;3.7656822204589844
4.319725036621094;3.6874217987060547
4.349868297576904;3.718954086303711
4.316249370574951;3.7500295639038086
4.290215015411377;3.7185423374176025
4.3508524894714355;3.7188074588775635
4.302796840667725;3.734572410583496
4.33449387550354;3.7188234329223633
4.338030815124512;3.734454870223999
4.315330505371094;3.671837329864502
4.273155927658081;3.687527894973755
4.321706056594849;3.6875522136688232
4.3016321659088135;3.718935251235962
4.317847967147827;3.656402826309204
4.36281156539917;3.7345290184020996
4.321400165557861;3.765246629714966
4.335063934326172;3.703148365020752
4.3364036083221436;3.7028257846832275
4.226759672164917;3.734755277633667
4.334251880645752;3.6874279975891113
4.286609411239624;3.672025442123413
4.305435657501221;3.7032926082611084
4.285918235778809;3.6872754096984863
4.333308935165405;3.7344815731048584
4.333202123641968;3.702998399734497
4.318280220031738;3.71909236907959
4.331483364105225;3.718851327896118
4.351660251617432;3.6875481605529785
4.3032402992248535;3.6875312328338623
4.319049596786499;3.671753168106079
4.286864995956421;3.687378168106079
4.288267135620117;3.7033629417419434
4.286487579345703;3.687516689300537
4.316232204437256;3.708329439163208
4.256505250930786;3.7501943111419678
4.319497585296631;3.7029783725738525
4.333701848983765;3.7340357303619385
4.39963436126709;3.7033865451812744
4.334692478179932;3.7030229568481445
4.291740655899048;3.687500476837158
4.319798469543457;3.734591245651245
4.257245063781738;3.703134059906006
4.336408376693726;3.672039270401001
4.286591529846191;3.7029685974121094
4.289923429489136;3.734299659729004
4.3193135261535645;3.750213384628296
4.288573741912842;3.718614339828491
4.366716146469116;3.702991008758545
4.275061845779419;3.7347652912139893
4.270481586456299;3.703279733657837
4.2861034870147705;3.6979739665985107
4.30225133895874;3.7188565731048584
4.3166868686676025;3.6875364780426025
4.289556980133057;3.6876087188720703
4.3337037563323975;3.687730312347412
4.315387487411499;3.718745708465576
4.287096977233887;3.6720404624938965
4.333077907562256;3.7240538597106934
4.3833842277526855;3.750354290008545
4.333902835845947;3.7030043601989746
4.272805690765381;3.7188165187835693
4.366042852401733;3.703342914581299
4.320475101470947;3.734107255935669
4.3021156787872314;3.7029500007629395
4.302049160003662;3.73481822013855
4.334245443344116;3.7500882148742676
4.475847959518433;3.796539068222046
4.351903676986694;3.7499241828918457
4.288527727127075;3.734095573425293
4.411487817764282;3.719007730484009
4.3675618171691895;3.7342116832733154
4.3655500411987305;3.703195571899414
4.382495641708374;3.733961343765259
4.350590229034424;3.7028799057006836
4.350998401641846;3.7185754776000977
4.383368968963623;3.8015825748443604
4.334197998046875;3.765761137008667
4.445018768310547;3.765774726867676
4.353930950164795;3.796616554260254
4.4929656982421875;3.765106678009033
4.319040775299072;3.6875698566436768
4.366252183914185;3.7813713550567627
4.353564500808716;3.734210729598999
4.366080284118652;3.671668767929077
4.321330308914185;3.750370740890503
4.349772691726685;3.765738010406494
4.368260860443115;3.734762668609619
4.444559812545776;3.7186741828918457
4.3486528396606445;3.7656424045562744
4.411941766738892;3.7344093322753906
4.287097692489624;3.734020948410034
4.3028342723846436;3.7030506134033203
4.349572658538818;3.7035229206085205
4.396465539932251;3.718735694885254
4.257710695266724;3.687439441680908
4.302593469619751;3.749842882156372
4.318939924240112;3.693643808364868
4.398212194442749;3.719148874282837
4.258256912231445;3.750032901763916
4.290082931518555;3.6720502376556396
4.321919202804565;3.7034366130828857
4.2883570194244385;3.687213897705078
4.33695650100708;3.7190253734588623
4.306501388549805;3.733863592147827
4.320976734161377;3.750002384185791
4.289715766906738;3.765713930130005
4.286993503570557;3.7034478187561035
4.366968631744385;3.6879467964172363
4.289452791213989;3.734312057495117
4.286582708358765;3.708444356918335
4.318781852722168;3.671898603439331
4.270491361618042;3.702885150909424
4.301651954650879;3.687443256378174
4.302299737930298;3.6877388954162598
4.2730185985565186;3.7348649501800537
4.332211017608643;3.7347803115844727
4.348755121231079;3.7028443813323975
4.35041069984436;3.7188804149627686
4.288302183151245;3.7660319805145264
4.316420555114746;3.671863555908203
4.318016529083252;3.6878366470336914
4.300500869750977;3.7189576625823975
4.332243204116821;3.6722524166107178
4.304214239120483;3.7029428482055664
4.27122163772583;3.7035529613494873
4.2714457511901855;3.6875486373901367
4.2715559005737305;3.6874711513519287
4.350392580032349;3.6871817111968994
4.258568286895752;3.73469614982605
4.332857370376587;3.6873366832733154
4.320187330245972;3.687446117401123
4.287319183349609;3.7187328338623047
4.287362098693848;3.687459707260132
4.31949520111084;3.656395673751831
4.286465883255005;3.6936962604522705
4.255606174468994;3.719696283340454
4.317255973815918;3.687769889831543
4.319133520126343;3.6775453090667725
4.276556730270386;3.702955961227417
4.287157297134399;3.6876184940338135
4.286409616470337;3.6879680156707764
4.271034002304077;3.71903133392334
4.302802562713623;3.7339446544647217
4.3030219078063965;3.7185566425323486
4.381003379821777;3.703192949295044
4.318697929382324;3.796466827392578
4.304227352142334;3.7186546325683594
4.333813667297363;3.687762498855591
4.317174196243286;3.7813844680786133
4.289238214492798;3.7186765670776367
4.286143779754639;3.7035422325134277
4.27236008644104;3.671846389770508
4.289017677307129;3.671955108642578
4.364287614822388;3.7500808238983154
4.302371263504028;3.765305280685425
4.304457426071167;3.7968528270721436
4.319920301437378;3.749852418899536
4.364929914474487;3.7343688011169434
4.3042356967926025;3.7650959491729736
4.316469430923462;3.7188501358032227
4.257275104522705;3.7658402919769287
4.305422067642212;3.68744158744812
4.365205764770508;3.6876955032348633
4.289470434188843;3.7658963203430176
4.318732023239136;3.6407241821289062
4.272933006286621;3.7030434608459473
4.302979946136475;3.6722917556762695
4.3488452434539795;3.703308582305908
4.273834466934204;3.7653889656066895
4.299374580383301;3.671764373779297
4.2567291259765625;3.7184712886810303
4.300731182098389;3.7030813694000244
4.333819627761841;3.6720457077026367
4.288457870483398;3.734405994415283
4.300996780395508;3.718502998352051
4.272223472595215;3.7499940395355225
4.3193359375;3.7187280654907227
4.4115588665008545;3.6874184608459473
4.289097309112549;3.687230348587036
4.287827968597412;3.68717360496521
4.287979602813721;3.7346556186676025
4.319742679595947;3.6878252029418945
4.286872148513794;3.7341978549957275
4.364396095275879;3.6718311309814453
4.223459720611572;3.703340530395508
4.273284673690796;3.7812581062316895
4.287640810012817;3.7346994876861572
4.286966323852539;3.749530792236328
4.274574041366577;3.7028250694274902
4.3323633670806885;3.687837600708008
4.302495241165161;3.7344014644622803
4.273645877838135;3.70298171043396
4.3186845779418945;3.7029001712799072
4.271100997924805;3.7183494567871094
4.332524061203003;3.7032241821289062
4.271617412567139;3.8127565383911133
4.474134922027588;3.749995231628418
4.399527549743652;3.687702178955078
4.3204851150512695;3.7860286235809326
4.319579124450684;3.7031631469726562
4.254457950592041;3.707392454147339
4.3036322593688965;3.7347054481506348
