id;query;logical_query;ratio_executed_to_possible_executions;len;time_forced;time_non_forced
b0bd6ed686ea1f9bf775b91251c662372dc57d2f3306402151dda7e45b653a29;SELECT count(*) FROM [order] as ord JOIN discount as dis ON dis.id = ord.discount_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN product as prod ON prod.id = ord_det.product_id JOIN customer as cus ON cus.id = ord.customer_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;11.12511420249939;4.812564373016357
4b411300b8e035f4d95a0cbbbd27f94f6f702afda48abba476c00f1dbdb46f12;SELECT count(*) FROM [order] as ord JOIN deliverer as del ON del.id = ord.deliverer_id JOIN discount as dis ON dis.id = ord.discount_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN customer as cus ON cus.id = ord.customer_id JOIN product as prod ON prod.id = ord_det.product_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;10.952732563018799;4.844197750091553
e712cd96e934c6f9770eb2bfad7c0a5097fbf4f055d01cdfd2ce58a2e4f817ec;SELECT count(*) FROM order_details as ord_det JOIN [order] as ord ON ord.id = ord_det.order_id JOIN product as prod ON prod.id = ord_det.product_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN discount as dis ON dis.id = ord.discount_id JOIN customer as cus ON cus.id = ord.customer_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;16.374895572662354;4.890528678894043
e8806cac914cd2f368de609a954c10a98b4431754a7e704da613d7645dacc437;SELECT count(*) FROM [order] as ord JOIN customer as cus ON cus.id = ord.customer_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN product as prod ON prod.id = ord_det.product_id JOIN discount as dis ON dis.id = ord.discount_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;14.437362670898438;5.01542592048645
6b66803ec8550aa836cfc9e8e71f4d4dfe04c37b94732875ccf41ab6e315aa15;SELECT count(*) FROM order_details as ord_det JOIN [order] as ord ON ord.id = ord_det.order_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN product as prod ON prod.id = ord_det.product_id JOIN discount as dis ON dis.id = ord.discount_id JOIN customer as cus ON cus.id = ord.customer_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;18.484405755996704;4.906474828720093
239c11dbf66580fba6bdc9168cc0d5c2974787d1d11ee82e82663e24c2f817b4;SELECT count(*) FROM [order] as ord JOIN customer as cus ON cus.id = ord.customer_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN discount as dis ON dis.id = ord.discount_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN product as prod ON prod.id = ord_det.product_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;14.280977725982666;4.953451156616211
a1ab1b816192c1cdcaf11075af96a42aab13323c9c418a60cb755f33eb504856;SELECT count(*) FROM product as prod JOIN order_details as ord_det ON ord_det.product_id = prod.id JOIN [order] as ord ON ord.id = ord_det.order_id JOIN discount as dis ON dis.id = ord.discount_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN customer as cus ON cus.id = ord.customer_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;13.500133275985718;4.968329429626465
6be4588c1f5d06e5a7e840706deec5a03b8a428fa0566362d28eb6592517cfc5;SELECT count(*) FROM customer as cus JOIN [order] as ord ON ord.customer_id = cus.id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN discount as dis ON dis.id = ord.discount_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN product as prod ON prod.id = ord_det.product_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;7.781262397766113;4.84405255317688
084f5925e2d612541b4e366474fd9c560e35e30d8fe4255c30f286f0cf14ad8d;SELECT count(*) FROM [order] as ord JOIN discount as dis ON dis.id = ord.discount_id JOIN customer as cus ON cus.id = ord.customer_id JOIN deliverer as del ON del.id = ord.deliverer_id JOIN order_details as ord_det ON ord_det.order_id = ord.id JOIN product as prod ON prod.id = ord_det.product_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;8.81210970878601;4.828201532363892
da9f4f9496315831513a03d05e2e25d01acced6f774c8144b7153b2d1fdfb011;SELECT count(*) FROM order_details as ord_det JOIN [order] as ord ON ord.id = ord_det.order_id JOIN discount as dis ON dis.id = ord.discount_id JOIN customer as cus ON cus.id = ord.customer_id JOIN product as prod ON prod.id = ord_det.product_id JOIN deliverer as del ON del.id = ord.deliverer_id;('customer', 'deliverer', 'discount', 'order', 'order_details', 'product');0.7575757575757576;6;14.250100374221802;4.9061689376831055
