984f460871a3fd2e5272dce4381d0304dc655c3257068ecba8e3301fcc8e1520,"SELECT * FROM customer as cus
JOIN ""order"" as ord
ON ord.customer_id = cus.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN discount as dis
ON dis.id = ord.discount_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,1.1535053253173828
95ed0bdd446a89be53f03f8a1a4f4b04e59d2fbea9bd5380f3d77fcc62cbeda0,"SELECT * FROM customer as cus
JOIN ""order"" as ord
ON ord.customer_id = cus.id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.8813107013702393
302b4c2ef3d586a72fde32f22158b994b92310e9276d2c095e1bd6101e398f0c,"SELECT * FROM deliverer as del
JOIN ""order"" as ord
ON ord.deliverer_id = del.id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN discount as dis
ON dis.id = ord.discount_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.38695478439331055
1f39aa17794ac4dd2b5e5f4efe14d6df958a369478034f0e9ae071472825478a,"SELECT * FROM deliverer as del
JOIN ""order"" as ord
ON ord.deliverer_id = del.id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN customer as cus
ON cus.id = ord.customer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.6196959018707275
e9344e1365f7d66e3b3fe3e07cd8986a038d3226abcb9a4843f062e4a879178d,"SELECT * FROM discount as dis
JOIN ""order"" as ord
ON ord.discount_id = dis.id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.4373600482940674
39069f9b37a41d3bb07ef7843a4d07a2bd32ff77f106b32485630b4f550c93aa,"SELECT * FROM discount as dis
JOIN ""order"" as ord
ON ord.discount_id = dis.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.6423108577728271
5b7d23695f50e14c10529203a5cb063207e9dcb5281755ee2321f8496b4dc22b,"SELECT * FROM ""order"" as ord
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN discount as dis
ON dis.id = ord.discount_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.8427066802978516
566a524f5c51f4eba04b3988d79a88daaf74d1c01fd41a80d98e9c92cc39ad22,"SELECT * FROM ""order"" as ord
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.8710448741912842
1c93eb6189f61d5a6336843af70cc238233655e9d798bd498155dcb5f8c49d95,"SELECT * FROM ""order"" as ord
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN discount as dis
ON dis.id = ord.discount_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.7242779731750488
25e57f6d4e119ad8635edba9a02176f3f487d69c53ed2bcb21492817d604314f,"SELECT * FROM ""order"" as ord
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN customer as cus
ON cus.id = ord.customer_id
OPTION(FORCE ORDER);","('customer', 'deliverer', 'discount', 'order')",1.0,4,0.8535652160644531
