3ac4866c209c9a450f8964a5d4650b7e8a84dc1a3d7393180108e8fc3e299127,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,40.17475128173828
a4611d65f1fffef02f0c2ed05587783dee532788e053782b5113fd8c8822d6be,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,41.02264428138733
b2a6816c74dda61050026e06f49ad0f8324bbd7d2072887f9ebe7556323ea00b,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,39.401917457580566
eaed721e9ed6971bf66aa49ef83c01bba2835277e4a078f61bf60fb944418d5c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,40.722795486450195
a7faf4ad25c2d0622945187bc91cea9c91929ff1b83c2084580c3eb6d06658c2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,37.72454524040222
34133443a755ede5677b02292c5e3ca183c626224be1a64fe2107ff8f19a4583,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,41.31226897239685
7474d687eccf2763068f36d3aa6304c0dd282b4f36dc901799d40ac524ca09bd,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,39.98015761375427
3dc3b1227e23de4f1873f4138f2e596cb40931eaf6a0fde792451d14bec04bfc,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM subcategory as sub
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id;
COMMIT;","('order', 'order_details', 'product', 'subcategory')",1.0,4,39.02367949485779
d54c88236eb1f1798a9edfd2f1745357afaf864533651076654ca468c319eadd,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM customer as cus
JOIN ""order"" as ord
ON ord.customer_id = cus.id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;","('customer', 'discount', 'order', 'order_details', 'product')",1.0,5,48.76317596435547
e1af396fa466230270e65849fac916070b4b422d8f618642ff33dfc152a0b5e8,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT * FROM customer as cus
JOIN ""order"" as ord
ON ord.customer_id = cus.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN discount as dis
ON dis.id = ord.discount_id
JOIN product as prod
ON prod.id = ord_det.product_id;
COMMIT;","('customer', 'discount', 'order', 'order_details', 'product')",1.0,5,48.31310796737671
